Place Name,drawable_file_name,latitude,longitude,
Congo Gorilla Forest,ic_action_globe,40.84831875742591,-73.8811842044584,
Jungle World,ic_action_globe,40.84459219084797,-73.87640892304361,
Children's Zoo,ic_action_globe,40.85195812810515,-73.87997224768543,
4D Theatre,ic_action_globe,40.84808301725418,-73.87951257211776,
Bug Carousel,ic_action_globe,40.84942204521123,-73.87972458716395,
Shuttle Station,ic_action_globe,40.85036786578673,-73.88027101517255,
Wild Asia Monorail,ic_action_globe,40.84523779624728,-73.87569276859726,
Butterfly Gardens,ic_action_globe,40.84879663431204,-73.87918845033597,
