Path16,
40.84794343004769,-73.88158636312416,
40.84794585769438,-73.88147734667729,
40.84800832457354,-73.88138540835261,
40.84799507982613,-73.88123950723528,
40.8480562308438,-73.88120570152527,
40.84813225596852,-73.88124516096725,
40.84815531682988,-73.88119525002286,
40.84808679692335,-73.88106905758936,
40.84822301402923,-73.88088604248648,
40.84812993213531,-73.88086769363083,
40.84807536491207,-73.88085094697371,
40.84805024670628,-73.88074835589211,
40.84791243417612,-73.88076444378211,
40.84796593231768,-73.88083195478232,
40.84797472095898,-73.88092659472188,
40.84795557690137,-73.88104183902686,
40.84782815785782,-73.88109466272496,
40.84779927142378,-73.88115881274247,
40.84774460984254,-73.88114928272603,
40.84774674256575,-73.88105498583737,
40.84764327194917,-73.88102150921645,
40.84766555058794,-73.8812476607313,
40.84773451254256,-73.88135226189915,
