Path8,
40.84802232154136,-73.876599263128,
40.84791390340127,-73.87663878261085,
40.84781529192094,-73.87666280622919,
40.84772816846231,-73.8766976009436,
40.84763196852308,-73.87672691061712,
40.84753285722461,-73.87676902542349,
40.84744181452803,-73.87679017760412,
40.8473734323941,-73.87689756397029,
40.84736358811047,-73.87703326524708,
40.84734317028548,-73.87718851728911,
40.84733453379109,-73.87732140201739,
40.8473510628266,-73.87745633722882,
40.84739480544828,-73.87760017861511,
40.84743699219703,-73.87777541769819,
40.84752425621267,-73.87795930687034,
40.84758073601211,-73.87809823590487,
40.84765690961302,-73.87814184284986,
