Path3,
40.85277970886183,-73.87654859770994,
40.85278511977359,-73.87630699257024,
40.85283035865665,-73.87614500520836,
40.85286945893826,-73.87602618235773,
40.85290149331478,-73.87590090048607,
40.85298427846414,-73.87578190145888,
40.85305746585404,-73.87572769087353,
40.85318144721735,-73.87566480553092,
40.85328610280293,-73.8756334328687,
40.85341577677345,-73.87560540695094,
40.85348007220787,-73.87561001624177,
40.85352326136332,-73.87545399859967,
40.85358001603482,-73.8753542754697,
40.85360919640013,-73.87525151910646,
40.8535935268059,-73.87505477009093,
40.85350813504175,-73.8749114621941,
40.85340478612607,-73.87474454012646,
40.85323428078075,-73.87456821050641,
40.85302381375909,-73.87441997608342,
40.85277675502577,-73.87433744319523,
