Path22,
40.84982324552478,-73.87975249780872,
40.84952937188554,-73.87939984647967,
40.84899086158276,-73.87967720163306,
40.84807695445625,-73.88018538851317,
40.84806290119471,-73.8803169177085,
40.8481000460843,-73.88035609893267,
40.84817621940845,-73.88029826065822,
40.84809766474303,-73.88035581600624,
40.8480606043898,-73.88031318698593,
40.84800206878742,-73.88023987633879,
40.8479429102583,-73.88020189979356,
40.84789300512361,-73.88023783467247,
40.84781576405139,-73.88037929970085,
40.84782512303592,-73.8804656825136,
40.84782061614721,-73.88053714521176,
40.84790827401486,-73.88051505061195,
40.8480357830279,-73.88027878329993,
