Path21,
40.85085269758977,-73.87910345729338,
40.85092506160145,-73.87914585748617,
40.85099758291881,-73.8790818852228,
40.85092797663327,-73.87914209314305,
40.85097505175523,-73.87931336317061,
40.85097168222857,-73.87945691315174,
40.85102654492984,-73.87965451517597,
40.85097141024738,-73.87969396754399,
40.8507960066052,-73.87978792852117,
40.85086584314334,-73.87975220999071,
40.85096814603995,-73.87980304982912,
40.85101291480451,-73.87986770718565,
40.85111434956298,-73.87991418150797,
40.85109431707225,-73.88003340267666,
40.85099846628034,-73.8801211437,
40.85077909966115,-73.88030701436288,
40.85099846628034,-73.8801211437,
40.85105721146738,-73.8804030279944,
40.85113128086845,-73.88042075953491,
40.85128437676474,-73.88020909676341,
40.85113423749296,-73.88041722500137,
40.85138966321009,-73.88067133695573,
40.85153768995534,-73.88051945258128,
