Path1,
40.85376769457065,-73.87738115261108,
40.85362023125536,-73.87714273589579,
40.85343138091157,-73.87695330877419,
40.85322522022861,-73.8766520669654,
40.85308952641478,-73.87643627238951,
40.85279813916203,-73.8765779547325,
40.85251528076232,-73.87672612843026,
40.85224256052144,-73.87682026910768,
40.85206525418965,-73.87695851813838,
40.8519000167087,-73.87695438464611,
40.85177090085632,-73.87709415287559,
40.85156027675141,-73.87725512552228,
40.85146497718986,-73.87729509949226,
40.85137599421276,-73.87737844766498,
40.8512612707776,-73.87733159151787,
40.85112864004006,-73.87739234546103,
40.85103771674037,-73.87753612735418,
40.85091218727764,-73.87770250830194,
