Path15,
40.84822818277358,-73.88090077465391,
40.84807073071646,-73.88057509260048,
40.84790696420674,-73.8805106827336,
40.84759800729717,-73.8806068275546,
40.84725792522713,-73.88089652470734,
40.84720188191132,-73.88095215541703,
40.84704872396242,-73.88095323004048,
40.84698975875204,-73.88090741602039,
40.84699713195506,-73.88083535116891,
40.84704289151692,-73.88075766960503,
40.84699528303386,-73.8806979562714,
40.84695591182737,-73.88073971545687,
40.84685584833068,-73.88080075056519,
40.84699522311648,-73.88090763526662,
