Children's Zoo,1,
40.85173031371297,-73.88013273997392,
40.85179110597987,-73.88000642208944,
40.85174972517778,-73.87979472540694,
40.85182395375403,-73.87973055927252,
40.85192428199649,-73.87974850701985,
40.85199249679877,-73.87965859840524,
40.85213900669421,-73.87958427291436,
40.85217938379788,-73.87959284480004,
40.85231323349347,-73.87974958570878,
40.85249704197727,-73.87958120060213,
40.85259026246072,-73.87958586888635,
40.85267019285447,-73.87963022963429,
40.85276575596659,-73.87973450520211,
40.85273319760817,-73.87987456415622,
40.85261166152041,-73.88001688906917,
40.85253792110692,-73.88011297952002,
40.85242335132955,-73.8802308253179,
40.8521180266151,-73.88035841532653,
40.85187047621997,-73.88060990758451,
40.85180200303625,-73.88061760765149,
40.85170451022852,-73.88054975230028,
40.8515987934505,-73.8804842592717,
40.85163232106535,-73.88038958703237,
40.85172599950658,-73.8803509792572,
40.85179774571723,-73.88032725481928,
40.85179553909603,-73.8802329785779,
40.85175194437506,-73.8802010898173,
40.85173031371297,-73.88013273997392,
