Butterfly Gardens,1,
40.84930564110827,-73.87923878750155,
40.84916798907261,-73.87928979796503,
40.84900351445704,-73.87935633753476,
40.84893672872381,-73.87933153908466,
40.84880957438269,-73.87939851361556,
40.84871301095252,-73.87928544085379,
40.8486979569314,-73.87912952451198,
40.84872508115544,-73.87887407112726,
40.84877636120994,-73.87868639006476,
40.848936735924,-73.87859441468574,
40.84902778668008,-73.87863450635163,
40.84910993531692,-73.87875096688663,
40.8491556358567,-73.87877916769916,
40.8492410974819,-73.87881957168591,
40.84927485938288,-73.8789444939238,
40.84935163996013,-73.87916665032617,
40.84930564110827,-73.87923878750155,
