Path10,
40.85177469359986,-73.87871377948775,
40.85163588569527,-73.8785725209903,
40.85152891030314,-73.8784985807046,
40.85143619178509,-73.87858720764619,
40.85131432655403,-73.87860848134964,
40.8512477829356,-73.87872668246919,
40.85106502271862,-73.87883164493209,
40.85088528488177,-73.87891116034679,
40.85086338833814,-73.87906365430668,
40.85084376410821,-73.87914297476921,
40.85028957986051,-73.87933634893845,
40.85024822676988,-73.87954520092757,
40.85003745600606,-73.87945238631696,
40.84952869952056,-73.87940109528084,
40.84944252500239,-73.87931099122923,
40.84923836979874,-73.87863867928675,
40.84907005443195,-73.87816739254642,
40.8489565401545,-73.87783558235266,
40.84884500820981,-73.87787410451672,
40.84870196919004,-73.87787634934077,
40.84863665330005,-73.87780432929483,
40.84851277982911,-73.87778357247815,
40.84842645205715,-73.87779834179638,
40.8483949883158,-73.8777140420027,
40.84835194515802,-73.87758805889808,
40.84833683042874,-73.87770416895151,
40.84822273986536,-73.87783721068335,
40.84839204970677,-73.87785200671743,
40.84845923455465,-73.87793380071714,
40.84854638463746,-73.87796423539919,
40.84864021517632,-73.87806863002132,
40.84874608782288,-73.8780992636207,
40.84883287837836,-73.87812104296212,
40.8489130373318,-73.87813376161724,
40.84895751860815,-73.87823521806968,
40.84908183868831,-73.87817394653739,
