Path29,
40.85355164163524,-73.87321305068726,
40.85370832402081,-73.87335067899772,
40.85377378755904,-73.87352412888131,
40.85394359386974,-73.87376674671853,
40.853966003762,-73.87409625534467,
40.8539929381609,-73.87423077889417,
40.85405039587447,-73.87431291807907,
40.85415625293972,-73.87437172163963,
40.8543192549657,-73.87434287275224,
40.85439720782949,-73.87445686877172,
40.85449859993743,-73.8744097259231,
40.85448166892517,-73.87431345637134,
40.85463275487393,-73.87407388967985,
40.85447444449743,-73.87407786242555,
40.85435552590039,-73.87421239565074,
40.85431471481926,-73.87433690920889,
