Path17,
40.85473766377856,-73.87741148502651,
40.85480809274928,-73.87782154673782,
40.85533488456085,-73.87927097896308,
40.85570829968875,-73.88001724910313,
40.8556560221779,-73.88008040759132,
40.85529871149765,-73.88006225598362,
40.85508826232167,-73.88000160350627,
40.85499705355486,-73.8800628713549,
40.85492449969551,-73.8800365193093,
40.85493820895164,-73.87993464965716,
40.85508826232167,-73.88000160350627,
40.85480440617928,-73.8798446294029,
40.85448875714934,-73.87958225626383,
40.85431041523933,-73.87950743830511,
40.85406269779301,-73.8795892229153,
40.85378989731304,-73.87984454968039,
40.85378596637809,-73.88000293025662,
40.85365018514403,-73.87990472371736,
40.85378455851716,-73.87983722665663,
40.85325940548505,-73.88006946837369,
40.85288925661035,-73.88026235876504,
40.85285532231924,-73.88014366223206,
40.85271617994303,-73.87996334203636,
40.85296731892362,-73.87952053344748,
40.85333429779237,-73.87917506663142,
40.85352272714595,-73.87941975668559,
40.85356731314488,-73.87955955940053,
40.85377052668163,-73.87964848608036,
40.85397312268872,-73.87956184782142,
40.85378165875114,-73.87964897114614,
40.85357257304561,-73.87956701999605,
40.85349382564191,-73.87959270576017,
40.85333520810472,-73.87972396394133,
40.85327000225611,-73.8796774909594,
40.8531729162115,-73.87978295284873,
40.8530286177559,-73.88004773112576,
40.85302578779619,-73.8801870254996,
