Path4,
40.85152761520646,-73.87851291531678,
40.85139756024024,-73.87833899366392,
40.85128810204235,-73.8781589994208,
40.85114281925748,-73.8779358913604,
40.85098883345709,-73.87779858081291,
40.85089216491386,-73.8777300307719,
40.85078574795665,-73.87771844708115,
40.85066192999285,-73.877676027092,
40.85054499444537,-73.87763350511618,
40.85041211181022,-73.8775611740476,
40.85030908058725,-73.87746560964585,
40.85020435937679,-73.87739134815263,
40.85007778301286,-73.87732844772898,
40.84996671916104,-73.87731611271923,
40.84981658955273,-73.87726621453069,
40.84965064727034,-73.87726595988586,
40.84948745522022,-73.87727042297774,
40.8493601124822,-73.87733298405935,
40.84929555455939,-73.8774540718176,
40.84930345467296,-73.8775279867816,
40.84924865881596,-73.87753787035201,
40.8491639746161,-73.87754079801296,
40.84917195382041,-73.87762530060536,
40.84921663839093,-73.87769136141938,
40.84916577875414,-73.87769367839907,
40.84906711638404,-73.87766785337217,
40.84902023703743,-73.87769417790143,
40.84902241696443,-73.87771795996643,
40.8489866098392,-73.87777808950595,
40.8489455310318,-73.87784433307958,
